id,description,host_id,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,neighbourhood,latitude,longitude,property_type,room_type,accommodates,Accomodation Bin,bathrooms_text,bathrooms,private_shared,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
47151059,"We offer several room types in several price ranges. With us you are centrally located in Kungsholmen, close the VÃ¤stermalmsgallerian and Fridhemsplans T-station. VÃ¤ljer you include breakfast offered this on espresso house in the vÃ¤stermalmsgallerian two minutes walk from the hotel. In all rooms there is wifi, TV with built-in chromecast, a convenient hotel, a desk, bathroom with shower and wardrobe. Iron and ironing, of course, you can, of course, as needed.",374023511,"Kungsholmen, Stockholms lÃ¤n, Sweden",within an hour,100%,100%,t,1,Kungsholmens,59.33318,18.03334,Room in hotel,Private room,2,2 to 3 People,1.5 baths,1.5,Private,1,1,"[""Iron"", ""Smoke alarm"", ""Wifi"", ""Private entrance"", ""Fire extinguisher"", ""Security cameras on property"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Lock on bedroom door"", ""Shampoo"", ""Heating"", ""Dedicated workspace"", ""Air conditioning""]",97.87,5,32,0,0,0,0,4,4.75,5,5,4.25,5,4.75,4.5,t
47171166,"FEEL AT HOME IN OUR PLACE. We have Many Books and A Grand Piano!  This is One of the Nicest Parts of Stockholm. Just Around The Corner You Can Find Old Wooden Houses, Many Coffeehouse (â € œil cafe â €) and restaurants (â € œfoliiâ €) and the lovely Park on the â € œWhite Hillâ €.  A Short Stoll To Have A Magnificent View Over The City.  IT IS QUITE AND SAFE IN HERE AND YOU CAN EASILY WALK EVERYWHERE, OR TAKE THE BLUE Bus (2) TO THE CITY CENTER.   WANT TO KNOW MORE ABOUT GOOD PLACES TO DINE OR DRINK COFFEE? Ask US!    The space   You have the whole apartment.    Guest access  <br / > You can park on the street, but not for free. (Stockholm Is Best Seeing Without A Car ...).",36720187,"Stockholm, Stockholm County, Sweden",within an hour,100%,94%,f,2,SÃ¶dermalms,59.31278,18.09131,Entire rental unit,Entire home/apt,2,2 to 3 People,1 bath,1,Private,1,1,"[""Smeg refrigerator"", ""Elevator"", ""Wifi"", ""50\"" HDTV with standard cable"", ""Dining table"", ""Luggage dropoff allowed"", ""Lake access"", ""Microwave"", ""Induction stove"", ""Coffee maker"", ""Freezer"", ""Free dryer \u2013 In building"", ""Long term stays allowed"", ""Wine glasses"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Cable TV"", ""Central heating"", ""Bed linens"", ""Dishes and silverware"", ""Oven"", ""Cooking basics"", ""Piano"", ""Radiant heating"", ""Pour-over coffee"", ""Toaster"", ""Hot water"", ""Portable fans"", ""Free washer \u2013 In building"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""Cleaning products"", ""Dishwasher""]",101.49,5,210,15,21,21,279,18,4.83,5,4.94,4.72,4.78,4.83,4.78,t
47199121,"We offer several room types in several price ranges. With us you are centrally located in Kungsholmen, close the VÃ¤stermalmsgallerian and Fridhemsplans T-station. VÃ¤ljer you include breakfast offered this on espresso house in the vÃ¤stermalmsgallerian two minutes walk from the hotel. In all rooms there is wifi, TV with built-in chromecast, a convenient hotel, a desk, bathroom with shower and wardrobe. Iron and ironing, of course, you can, of course, as needed.",374023511,"Kungsholmen, Stockholms lÃ¤n, Sweden",within an hour,100%,100%,t,1,Kungsholmens,59.333,18.03156,Room in hotel,Private room,2,2 to 3 People,1.5 baths,1.5,Private,1,1,"[""Iron"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Fire extinguisher"", ""Security cameras on property"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Lock on bedroom door"", ""Essentials"", ""Smart lock"", ""Shampoo"", ""Heating"", ""Dedicated workspace"", ""Air conditioning""]",97.87,5,32,0,0,0,0,0,,,,,,,,t
47230175,"Own residentiality on 40 m2 on the ground floor in quiet area. You live 100 meters from the subway and do not know the communication as simple as possible. OUT OF THE LAUGHTH ACCOMMODATION FÃ¶r you who come by car. The apartment has kitchens, bedrooms, living room and toilet & bathroom.   It takes 5 minutes into SÃ¶dermalm with subway which makes the nÃ¤rhety to the city very simple and smooth.   Lägenhet has good service and you can check in / out just when you want. Welcome!",311778372,SE,within an hour,100%,99%,f,13,SkarpnÃ¤cks,59.2957,18.09276,Entire rental unit,Entire home/apt,4,4 to 6 People,1 bath,1,Private,1,1,"[""Smoke alarm"", ""Hangers"", ""Wifi"", ""Dishes and silverware"", ""Private entrance"", ""Long term stays allowed"", ""TV"", ""Essentials"", ""Kitchen"", ""Cooking basics"", ""Oven"", ""Microwave"", ""Lockbox"", ""Refrigerator"", ""Stove"", ""Heating"", ""Patio or balcony"", ""Free parking on premises"", ""Hot water""]",166.13,2,1125,0,0,0,86,35,3.94,4.31,3.49,4.8,4.77,4.37,4.29,f
47230345,"Own resident in calm HammarbyhÃ¶jden. You have a large apartment with bedroom, living room and a large kitchens. Fitting even fÃ¶r family on the visit.   You can easily with the subway to City at 6-7 minutes and you come with car Ã¤r parking rights good. Optionally there is parking lot, otherwise there is parking for the road.   Hot vÃ¤lcome!",311778372,SE,within an hour,100%,99%,f,13,SkarpnÃ¤cks,59.29726,18.10293,Entire rental unit,Entire home/apt,5,4 to 6 People,1.5 baths,1.5,Private,1,1,"[""Smoke alarm"", ""Hangers"", ""Wifi"", ""Private entrance"", ""Long term stays allowed"", ""Backyard"", ""TV"", ""Free street parking"", ""Essentials"", ""Kitchen"", ""Cooking basics"", ""Lockbox"", ""Microwave"", ""Coffee maker"", ""Heating"", ""Patio or balcony"", ""Free parking on premises"", ""Hot water""]",165.02,2,1125,22,52,82,172,37,4.41,4.43,4.03,4.89,4.76,4.78,4.46,f
47230526,"Quiet and nice apartment fÃ¶r up to about 4 people. The apartment is on 40 m2 with one bedroom and a living room with a living room in.   Lägenheten offers self-checkin which makes you flexible to come and Check out whenever you want. NÃ¤rhethet to the subway, 100 meters, as well as simple parking rights make it smoothly fÃ¶r you coming on ¥ visit.   The apartment is equipped with everything you need and dÃ¤rfÃ¶r you can kÃ¤nna you at home!",311778372,SE,within an hour,100%,99%,f,13,SkarpnÃ¤cks,59.29595,18.09307,Entire rental unit,Entire home/apt,4,4 to 6 People,1 bath,1,Private,1,1,"[""Smoke alarm"", ""Private entrance"", ""Wifi"", ""Dishes and silverware"", ""Long term stays allowed"", ""TV"", ""Free street parking"", ""Essentials"", ""Kitchen"", ""Cooking basics"", ""Oven"", ""Microwave"", ""Lockbox"", ""Refrigerator"", ""Stove"", ""Heating"", ""Patio or balcony"", ""Free parking on premises"", ""Hot water""]",147.92,2,1125,27,57,87,177,31,4.29,4.52,4.06,4.68,4.68,4.35,4.35,f
47269883,"Completely Private, Well-equipped, Newly Remodeled Studio Apartment Located In A Villa On A Calm Cul-de-Sac Makes It An Ideal Space For Most Commuters, Travelers And Students.  Easy To Get Around With Bus, Subway And Commuter Train Within Walking Distance.  Close to Nature for Walks, Hikes, Biking OR Running.    The Space   The Studio Is Located in the Bottom Floor Of A Villa On A Hill, Making The Studio Overlook The Street And Houses On The Other Side For A Private But Light Atmosphere.  The Studio Has Its Own Entrance Located Two Small Stairs Up From The Street.  Outside The Entrance, On Top Of A Garage, IS An Included Outside Garden / Patio That Can Be Used To Catch Some Sun, Eat Outside Or Grill Food.  Once Inside, There Is A Small Hallway For Outervear And A Full Body Mirror.  The Main Room Has A 120cm Tempur Mattress Bed, Windows Overlooking The Street and A Hybrid Storage / Kitchen / Workspace Solution Containing A Full-size Built-in, Silent F",28628959,"Stockholm, Stockholm County, Sweden",within a few hours,100%,100%,t,1,Enskede-Ã…rsta-VantÃ¶rs,59.26915,18.02005,Entire guest suite,Entire home/apt,1,1 Person,1 bath,1,Private,,1,"[""Iron"", ""Private entrance"", ""Barbecue utensils"", ""Fire extinguisher"", ""Free driveway parking on premises \u2013 1 space"", ""Free street parking"", ""Microwave"", ""Body soap"", ""Coffee maker"", ""Beach essentials"", ""Freezer"", ""Drying rack for clothing"", ""Free dryer \u2013 In building"", ""EV charger"", ""Long term stays allowed"", ""Wine glasses"", ""Extra pillows and blankets"", ""Hot water kettle"", ""42\"" HDTV with Chromecast"", ""Private garden or backyard"", ""Fast wifi \u2013 114 Mbps"", ""Central heating"", ""Bed linens"", ""Baking sheet"", ""Smoke alarm"", ""Dishes and silverware"", ""Shower gel"", ""Cooking basics"", ""IKEA stainless steel oven"", ""Dedicated workspace: office chair and desk"", ""Stove"", ""Shampoo"", ""Radiant heating"", ""Toaster"", ""Sound system"", ""Hot water"", ""Hangers"", ""Free washer \u2013 In building"", ""Clothing storage: closet"", ""Room-darkening shades"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""Conditioner"", ""First aid kit"", ""Cleaning products"", ""Ethernet connection"", ""Keypad"", ""Carbon monoxide alarm"", ""IKEA refrigerator""]",83.83,1,90,5,5,5,181,8,5,4.88,4.75,5,5,4.88,4.63,t
47284049,"This IS A Charming Little Brick House by The Gate to Church John's Nature Reserve.  IT'S GOT ALL YOU NEED FOR A SHORT OR LONGER STAY: THERE'S FREE WIFI AND A SMART TV FOR YOUR ENTERTAINMENT, A WASHING MACHINE AND Tumble Dryer In The Bathroom and A Combined Oven / Microwave In The Kitchen.    The space   A HIDEAWAY IN A QUIET RESIDENTIAL AREA, THIS PLACE COMBINES ACCESS TO PUBLIC Services (Groceries, Transportation, Restaurants) With The Feeling Of Being Father Away From The Hustle.  Sunrays Filter Through The Branches of the Small Garden's Giant Oak, Where Birds Chirp and Squirrel Run. Here You Can Take A Swim In The Lake, Or Visit Stockholm's Oldest Church Up The Road.    Guest Access   The Cottage Comes With A Small Garden and Patio.",18157326,"Stockholm, Stockholm County, Sweden",within an hour,100%,92%,t,1,Bromma,59.35016,17.91734,Tiny house,Entire home/apt,3,2 to 3 People,1 bath,1,Private,,1,"[""Iron"", ""Private entrance"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Free street parking"", ""Clothing storage"", ""Luggage dropoff allowed"", ""Lake access"", ""Microwave"", ""Dryer"", ""Freezer"", ""EV charger"", ""Long term stays allowed"", ""Wine glasses"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Refrigerator"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Waterfront"", ""Private patio or balcony"", ""Outdoor dining area"", ""TV"", ""Oven"", ""Cooking basics"", ""Stove"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Outdoor furniture"", ""Private fenced garden or backyard"", ""Essentials"", ""Kitchen"", ""Cleaning products"", ""Heating"", ""BBQ grill"", ""Washer"", ""Air conditioning"", ""Toaster""]",180.73,3,30,26,56,86,86,10,5,5,4.9,5,5,5,4.9,t
47305169,,381963524,SE,N/A,N/A,100%,f,1,Norrmalms,59.33564,18.05285,Entire rental unit,Entire home/apt,2,2 to 3 People,1.5 baths,1.5,Private,1,,"[""Smoke alarm"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Essentials"", ""Kitchen"", ""Heating"", ""Hot water""]",104.27,2,30,0,0,0,0,2,5,5,5,5,5,5,4,t
47401544,"This IS A Beautiful Apartment in One of Södermalms Grandest Looking Buildings.  The Apartment is Located on the Ground Floor So The Elevator Wonâ € ™ t Be Needed.  IT HAS VERY HIGH CEILING, OPEN FIRE PLACE AND GIVES A COZY AND STYLE IMPRESSION.   Your Iâ € ™ ll be surrounded by Great Restaurants, Shops and Nice Sites to Visit.",125972262,SE,N/A,N/A,100%,f,1,SÃ¶dermalms,59.31524,18.08706,Entire rental unit,Entire home/apt,4,4 to 6 People,1 bath,1,Private,2,4,"[""Smoke alarm"", ""Hangers"", ""Wifi"", ""Fire extinguisher"", ""Long term stays allowed"", ""TV"", ""Essentials"", ""Kitchen"", ""Heating"", ""Hot water""]",180.73,5,30,0,0,0,0,3,4.67,4.33,4.67,5,5,5,4.67,t
47469265,"Additional July and Aug 2021!  Available July and Aug 2021!   Central apartment with stunning views over the park and canal, unusual in Stockholm. Quick Wifi in the apartment, close to communications. Quietly OmrÃ ¥ the middle of town!  Top fly with green and water and close to everything.   Welcome to this Modern, Fun & Cozy APT with a view over a Nice Park & ​​Water! Fantastic Green View Right Outside the window.   CLOSE TO EVERYTHING AND SUBWAY COMMUNICATION AS WELL.    The space   Ã Pen planlÃ¶sing with big kitches with KÃ¶ksÃ¶ and living area. Large bathroom with shower. A 2.5 digger at 75 sqm as we reduce to 2nd on 68km by staying of a walk in closet we are traying on the residents. The apartment is fully mÃ¶blerad and everything input.  Fiber Internet available  Comhem TV Gold is available   Clear to restaurants, affÃ¤rer, Systembolag , Bus and t-course. Growth outside the fÃ¶nstret overlooking the water. You can't find e",24286878,"Stockholm, Stockholm County, Sweden",N/A,N/A,100%,f,1,Kungsholmens,59.33577,18.039572,Entire rental unit,Entire home/apt,2,2 to 3 People,1 bath,1,Private,1,1,"[""Iron"", ""Elevator"", ""Wifi"", ""Fire extinguisher"", ""Microwave"", ""Coffee maker"", ""Patio or balcony"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Refrigerator"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""TV"", ""Oven"", ""Cooking basics"", ""Stove"", ""Hot water"", ""Hangers"", ""Host greets you"", ""Essentials"", ""Kitchen"", ""Heating"", ""Washer"", ""Dishwasher""]",166.83,1,56,0,0,0,0,1,5,5,5,5,5,5,5,t
47506517,"The Apartment is in Stockholm City Near to Two Metro Station Karlaplan and Stadium. In The Area You have 2 Suppermarkets, Nice Restaurants and Bars. There are Also Nice Parks. In Hope You Come to US and We Will Make Sure You Enjoy Your Trip.",383446134,SE,within an hour,100%,99%,t,2,Ã–stermalms,59.33881,18.08857,Entire rental unit,Entire home/apt,2,2 to 3 People,1 bath,1,Private,,1,"[""Iron"", ""Wifi"", ""Dining table"", ""Microwave"", ""Body soap"", ""Freezer"", ""Long term stays allowed"", ""Wine glasses"", ""Backyard"", ""Hot water kettle"", ""Cable TV"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Dishes and silverware"", ""Shower gel"", ""Cooking basics"", ""Oven"", ""Stove"", ""Shampoo"", ""Hot water"", ""Hangers"", ""Hair dryer"", ""TV with standard cable"", ""Essentials"", ""Kitchen"", ""Conditioner"", ""Cleaning products"", ""Heating""]",137.36,1,1125,25,55,85,360,48,4.73,4.65,4.6,4.71,4.67,4.85,4.58,t
47512166,"Flat ice 82 square meters, 2 bedrooms, one living room, kitchen and bathroom, in have one extra bedroom in my flat and that's why i'm renting it out, The Apartment is very close to the Husby Underground, That Can Take You In 20 minutes to the Heart of Stockholm. There is a single bed (90Ã 200), i'm usually busy until 17-18, but of course there is possiblely to check in earlier. You are free to Share The Bathroom, Kitchen and Living Room. You Will Get One Set of Keys and To Lock Your Private Room.",364158886,"Stockholm, Stockholm County, Sweden",N/A,N/A,100%,f,0,Rinkeby-Tensta,59.40841,17.92456,Private room in rental unit,Private room,1,1 Person,1 shared bath,1,Shared,1,,"[""Iron"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Host greets you"", ""Indoor fireplace"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Lock on bedroom door"", ""Essentials"", ""Kitchen"", ""Shampoo"", ""Heating"", ""Dedicated workspace""]",26.41,1,90,0,0,0,0,0,,,,,,,,t
47588933,"A Light and New Renovated Flat in One of the Cutest Areas of Stockholm. Close to the Water, Beautiful Parks and Two Stops From Södermalm with Trendy Bars and Restaurants. This Area Also Gag Restaurants and Cafe's Worth Checking Out. The Flat Is Located 2 Min From The Tube Station and Right by A Grocery Store and A Small High Street. Great set-up for a weekend in sthlm.",16430933,"Stockholm, Stockholm County, Sweden",N/A,N/A,100%,f,1,HÃ¤gersten-Liljeholmens,59.30695,17.99778,Entire rental unit,Entire home/apt,3,2 to 3 People,1 bath,1,Private,1,1,"[""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Essentials"", ""Kitchen"", ""Cooking basics"", ""Oven"", ""Breakfast"", ""Dedicated workspace"", ""Central heating""]",104.27,2,1125,0,0,0,0,4,4.5,4.25,5,5,4.25,4.75,4.25,t
47592877,"Welcome to the green villa ¥ the brake.  In this calm and family vÃ¤nlig ¥ they have PRS Holding in the case of 8 apartments. Here you live with nature as next door but at the same time it is 9 min to the city with the shuttle from the station that is available at the pleasant walk / bicycle remote from both BÃ ¥ tsman Stens VÃ¤g. In the spÃ ¥ NGA bromine there are fÃ¶rskolor, primary schools, grocery stores, libraries, vÃ ¥ rdcentral as well as restaurants, gym, pharmacy and a wide range of leisure activities.",293171000,SE,a few days or more,0%,33%,f,0,SpÃ¥nga-Tensta,59.38553,17.91728,Entire rental unit,Entire home/apt,4,4 to 6 People,1.5 baths,1.5,Private,1,1,"[""Private entrance"", ""Wifi"", ""Luggage dropoff allowed"", ""Microwave"", ""Window guards"", ""Dryer"", ""Freezer"", ""Cleaning before checkout"", ""Long term stays allowed"", ""Backyard"", ""Cable TV"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Oven"", ""Stove"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Room-darkening shades"", ""TV with standard cable"", ""Pocket wifi"", ""Kitchen"", ""Heating"", ""Ethernet connection"", ""Washer"", ""Dishwasher""]",59.22,30,1125,1,1,1,273,0,,,,,,,,f
47710659,"Welcome to Sthlm!   This apartment is located in Homey Vasastan District, Known for Its Parks. With 8-10 Minutes Walk to St Eriksplan Square Where You Will Find Cozy Restaurants and Metro Station.   IT IS A BRIGHT APARTMENT ON THE 3RD FLOOR FOR MAX. 4 People, Decorated in Scandinavian Style With Dining Space In The Livingroom, Kitchen and Separate Bedroom.    The space   Bedrooms  The Double Size Bed Is In a separate bedroom.  THE SOFBED IN THE LIVINGROOM CAN BE PREPARED AS A BED.   Kitchen & Bathroom  You have an Equipped Kitchen where you can prepare The Basic Food. < BR /> The Bathroom has a shower.   Good to know:  - We Provide Towels & Sheets (Satin, Hotel-Quality)  - Cleanness Is Guaranteed As We Have Professional Cleaners    Other thing to note   There is no internet in the place   PLEASE HAVE IN MIND THAT THE APARTMENT IS IN THE 3rd Floor and There is No Elevator",16683151,"Stockholm, Stockholm County, Sweden",within an hour,96%,89%,f,21,Norrmalms,59.34071,18.02985,Entire rental unit,Entire home/apt,4,4 to 6 People,1 bath,1,Private,1,2,"[""Security cameras on property"", ""Dining table"", ""Long term stays allowed"", ""Essentials"", ""Shower gel"", ""Kitchen"", ""Refrigerator"", ""Stove"", ""Shampoo"", ""Hot water""]",148.76,1,1125,0,26,56,331,39,4.56,4.72,4.69,4.82,4.82,4.87,4.62,f
47729087,Nice Townhouse House Close To City Transportation  Itâ € ™ said Big Townhouse Where You Have Three Rooms Combined To Yourself Observe That Exit Is Through The Middle Room So Suitable For Families And Close Friends If You Donâ € ™ t Want To Share \ t Beds Then We Recommend A Max of 4 Guests.The Reason You Have to Make Booking Request Is That IF Someone Has Rented One Room The Other Two Will Not Be Available.  Itâ € ™ s One Room With Two Single Beds and The Other Two Has Comfortable Bed Sofas  Shared Large Kitchen    The space   Two Patios One In Front Where You Can Have a BBQ And One In The Backyard For Relaxing    Guest Access   Jacuzzi and Sauna for a Fee of 100 SEK Per Hour    Other thing to note < / b>  This is Three Rooms In A Townhouse House So You Donâ € ™ t HAVE THE ENTIRE HOUSE FOR YOURSELF THERE ARE OTHER PEOPLE LIVING HERE AS WELL,153253219,"HÃ¤sselby-VÃ¤llingby, Stockholms lÃ¤n, Sweden",within an hour,100%,92%,f,4,HÃ¤sselby-VÃ¤llingby,59.37668,17.83927,Private room in bed and breakfast,Private room,6,4 to 6 People,1 shared bath,1,Shared,3,9,"[""Iron"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Dishes and silverware"", ""Fire extinguisher"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Essentials"", ""Kitchen"", ""Lockbox"", ""First aid kit"", ""Breakfast"", ""Hot tub"", ""Heating"", ""Dryer"", ""Washer"", ""Free parking on premises"", ""Hot water""]",166.83,2,1125,25,55,85,176,2,5,4,5,5,5,5,4.5,f
47741278,"Welcome to Södermalm, Dubed by Vogue Magazine as One of the Coolest Neighborhoods in the World. This Studio Apartment is Right Next to the Sea, Enabling Lively Walks Just Outside the Door. There is Also Plenty of Restaurants, Cafes, and Bars Close to The Apartment.   With The Metro Station Close-By, You'll Reach The Vibrant City Center Within Minutes. There is ALSO A Direct Connection to Arlanda Airport Within 3 Minutes Commute.    The space   Newly Renovated Studio On Floor 5 With Seaview. Comfy Bed, Bar Table and A Big Cozy Couch Which Can Be Made As a Bed Too. FULLY EQUPPED KITCHEN W. MICRO & FRIDGE. Cable TV. Loads of Great Restaurants and Bars in the Vivid Hornstull!    Other things to note   There is a current phenovation work on the third floor. Water Will Also Be Turn Off From 10:00 to 12:00.",60382478,"Stockholm, Stockholm County, Sweden",within an hour,97%,90%,f,57,SÃ¶dermalms,59.31736,18.02775,Entire rental unit,Entire home/apt,4,4 to 6 People,1 bath,1,Private,,2,"[""Iron"", ""Hangers"", ""Wifi"", ""Dishes and silverware"", ""Fire extinguisher"", ""Long term stays allowed"", ""TV"", ""Essentials"", ""Kitchen"", ""Cooking basics"", ""Shampoo"", ""Heating"", ""Dedicated workspace""]",154.46,1,1125,18,41,71,339,46,4.78,4.89,4.93,4.98,4.96,4.85,4.76,t
47746163,"In This Newly Build House You Enjoy Every Moment. ITS Closeness to Nature and Stockholm City Makes It Ideal for Those Who Enjoy A City â € œGet-awayâ € - but still Want to have City Access.   My new outdoor hot tub and tastefully furnished house is an oasis - relaxation and natural elements are combined and gives you a pleasant impression and feeling of design and comfort.   <b > The Space   My Place is ideal for Four People, With Two Separate Bedrooms (One 180 cm and One 120cm Wide Bed). In Addition - The Sofa Is Incredibly Comfortable And Hosts Two Sleeping Grownups. In Total Are Six Duvet, Six Pillows, Bed Linen And Towels Available.   Other features here â € œSonosâ € Sound System, â € œPhilips Hueâ € Lamps, Floor Heating and A Code Key Box , for easy check-in and check-out.   The House is a semi-detached house, in Swedish Called â € œParhusâ €. Itâ € ™ s Newly Built in 2020 and The House Community Is Called â € œDesignstadenâ € I.e Design City. Itâ € ™ s Very Modern and Beat",4066711,"HÃ¤sselby-VÃ¤llingby, Stockholm County, Sweden",within a few hours,100%,78%,t,1,HÃ¤sselby-VÃ¤llingby,59.36591,17.82951,Entire residential home,Entire home/apt,6,4 to 6 People,1.5 baths,1.5,Private,2,2,"[""Iron"", ""Private entrance"", ""Wifi"", ""Siemens oven"", ""Fire extinguisher"", ""Bread maker"", ""Free driveway parking on premises \u2013 1 space"", ""Dining table"", ""70\"" HDTV with Netflix"", ""Free street parking"", ""Lake access"", ""Microwave"", ""Coffee maker"", ""Freezer"", ""Sonos sound system"", ""EV charger"", ""Long term stays allowed"", ""Wine glasses"", ""Backyard"", ""Extra pillows and blankets"", ""Lockbox"", ""Free dryer \u2013 In unit"", ""Private hot tub"", ""Central heating"", ""Bed linens"", ""Baking sheet"", ""Smoke alarm"", ""Dishes and silverware"", ""Outdoor dining area"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Cooking basics"", ""Mini fridge"", ""Hot water"", ""Hangers"", ""Outdoor furniture"", ""Clothing storage: closet"", ""Room-darkening shades"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""Siemens induction stove"", ""First aid kit"", ""Siemens refrigerator"", ""Cleaning products"", ""Dishwasher""]",287.92,2,1125,0,1,1,105,11,5,5,4.91,4.91,5,4.91,5,f
47749343,,384758129,"Norrmalm, Stockholm County, Sweden",within a day,89%,29%,f,1,Norrmalms,59.33811,18.05057,Entire rental unit,Entire home/apt,4,4 to 6 People,1 bath,1,Private,2,2,"[""Iron"", ""Private entrance"", ""Wifi"", ""Barbecue utensils"", ""Elevator"", ""Fire extinguisher"", ""Dining table"", ""Clothing storage"", ""Microwave"", ""Body soap"", ""Coffee maker"", ""Window guards"", ""Patio or balcony"", ""Freezer"", ""Drying rack for clothing"", ""Free dryer \u2013 In building"", ""Dedicated workspace: desk"", ""Wine glasses"", ""Backyard"", ""Extra pillows and blankets"", ""Refrigerator"", ""Bed linens"", ""Baking sheet"", ""Smoke alarm"", ""Dishes and silverware"", ""Waterfront"", ""Outdoor dining area"", ""TV"", ""Shower gel"", ""Cooking basics"", ""Oven"", ""Stove"", ""Pour-over coffee"", ""Sound system"", ""Hot water"", ""Hangers"", ""Nespresso machine"", ""Outdoor furniture"", ""Room-darkening shades"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Cleaning products"", ""Heating"", ""Board games"", ""Washer"", ""BBQ grill"", ""Outdoor shower"", ""Dishwasher""]",286.95,2,14,14,34,61,134,5,5,5,5,5,5,5,4.6,f
47755714,"Convenient Living in Stockholm's Most Attractive District, Södermalm. You will have a Rich Selection of Restaurants, Coffee Shop's and Cultural Places Like ""The Photographic"" Just Around The Corner As Well As Interesting Sofo.    The Space   A PERFECT PLACE TO WAKE UP AT. Calm and Very Peaceful But Still In A Central and Lively Part of Our Wonderful City. Fixed Wi-Fi. The Room Is Enough for One Person. Besides The Room You Will Have Access To A Restroom, Bathroom, Kitchen and Most of All, Super Nice Hosts. Enjoy!    Other thing to note   Smoking is strictly forbidden, In The Apartment, On The Balcony and On The Attic Corridor.",33446372,"Stockholm, Stockholm County, Sweden",within an hour,100%,100%,t,2,SÃ¶dermalms,59.31512,18.07494,Private room in rental unit,Private room,1,1 Person,1 shared bath,1,Shared,1,1,"[""Iron"", ""Elevator"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Laundromat nearby"", ""Lock on bedroom door"", ""Luggage dropoff allowed"", ""Microwave"", ""Body soap"", ""Coffee maker"", ""Keurig coffee machine"", ""Dishwasher"", ""Freezer"", ""Long term stays allowed"", ""Wine glasses"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Private patio or balcony"", ""TV"", ""Oven"", ""Cooking basics"", ""Stove"", ""Shampoo"", ""Pour-over coffee"", ""Toaster"", ""Free parking on premises"", ""Hot water"", ""Host greets you"", ""Room-darkening shades"", ""Hair dryer"", ""Pocket wifi"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Cleaning products"", ""Heating"", ""Single level home"", ""Carbon monoxide alarm""]",70.9,1,365,5,19,37,193,26,4.92,4.96,5,5,4.92,4.96,4.88,t
